id,country,year,month,date,monthly_rainfall_mm,average_monthly_rainfall
217,Kenya,2008,Jan,2008-01-01,24.06,59.37
218,Kenya,2008,Feb,2008-02-01,28.16,59.60
219,Kenya,2008,Mar,2008-03-01,109.82,63.92
220,Kenya,2008,Apr,2008-04-01,103.95,61.53
221,Kenya,2008,May,2008-05-01,80.18,60.11
222,Kenya,2008,Jun,2008-06-01,30.45,60.01
223,Kenya,2008,Jul,2008-07-01,23.47,58.59
224,Kenya,2008,Aug,2008-08-01,30.24,55.36
225,Kenya,2008,Sep,2008-09-01,31.24,53.02
226,Kenya,2008,Oct,2008-10-01,87.48,56.28
227,Kenya,2008,Nov,2008-11-01,111.23,59.35
228,Kenya,2008,Dec,2008-12-01,27.44,57.31
229,Kenya,2009,Jan,2009-01-01,28.32,57.67
230,Kenya,2009,Feb,2009-02-01,26.34,57.51
231,Kenya,2009,Mar,2009-03-01,33.04,51.12
232,Kenya,2009,Apr,2009-04-01,119.57,52.42
233,Kenya,2009,May,2009-05-01,81.86,52.56
234,Kenya,2009,Jun,2009-06-01,29.62,52.49
235,Kenya,2009,Jul,2009-07-01,27.88,52.86
236,Kenya,2009,Aug,2009-08-01,22.84,52.24
237,Kenya,2009,Sep,2009-09-01,19.61,51.27
238,Kenya,2009,Oct,2009-10-01,120.84,54.05
239,Kenya,2009,Nov,2009-11-01,89.72,52.26
240,Kenya,2009,Dec,2009-12-01,83.69,56.94
241,Kenya,2010,Jan,2010-01-01,37.46,57.71
242,Kenya,2010,Feb,2010-02-01,40.45,58.88
243,Kenya,2010,Mar,2010-03-01,90.58,63.68
244,Kenya,2010,Apr,2010-04-01,130.13,64.56
245,Kenya,2010,May,2010-05-01,84.53,64.78
246,Kenya,2010,Jun,2010-06-01,37.19,65.41
247,Kenya,2010,Jul,2010-07-01,26.38,65.29
248,Kenya,2010,Aug,2010-08-01,37.45,66.50
249,Kenya,2010,Sep,2010-09-01,23.53,66.83
250,Kenya,2010,Oct,2010-10-01,54.2,61.28
251,Kenya,2010,Nov,2010-11-01,69.24,59.57
252,Kenya,2010,Dec,2010-12-01,44.46,56.30
253,Kenya,2011,Jan,2011-01-01,21.17,54.94
254,Kenya,2011,Feb,2011-02-01,26.95,53.82
255,Kenya,2011,Mar,2011-03-01,81.05,53.02
256,Kenya,2011,Apr,2011-04-01,81.3,48.95
257,Kenya,2011,May,2011-05-01,91.2,49.51
258,Kenya,2011,Jun,2011-06-01,29.98,48.91
259,Kenya,2011,Jul,2011-07-01,20.32,48.40
260,Kenya,2011,Aug,2011-08-01,29.62,47.75
261,Kenya,2011,Sep,2011-09-01,32.3,48.48
262,Kenya,2011,Oct,2011-10-01,81.22,50.73
263,Kenya,2011,Nov,2011-11-01,112.9,54.37
264,Kenya,2011,Dec,2011-12-01,40.36,54.03
265,Kenya,2012,Jan,2012-01-01,32.2,54.95
266,Kenya,2012,Feb,2012-02-01,17.52,54.16
267,Kenya,2012,Mar,2012-03-01,33.62,50.21
268,Kenya,2012,Apr,2012-04-01,158.49,56.64
269,Kenya,2012,May,2012-05-01,101.88,57.53
270,Kenya,2012,Jun,2012-06-01,37.44,58.16
271,Kenya,2012,Jul,2012-07-01,27.23,58.73
272,Kenya,2012,Aug,2012-08-01,39.12,59.52
273,Kenya,2012,Sep,2012-09-01,37.3,59.94
274,Kenya,2012,Oct,2012-10-01,92.22,60.86
275,Kenya,2012,Nov,2012-11-01,126.86,62.02
276,Kenya,2012,Dec,2012-12-01,112.91,68.07
277,Kenya,2013,Jan,2013-01-01,35.29,68.32
278,Kenya,2013,Feb,2013-02-01,21.86,68.69
279,Kenya,2013,Mar,2013-03-01,128.25,76.57
280,Kenya,2013,Apr,2013-04-01,161.06,76.79
281,Kenya,2013,May,2013-05-01,76.29,74.65
282,Kenya,2013,Jun,2013-06-01,26.86,73.77
283,Kenya,2013,Jul,2013-07-01,25.09,73.59
284,Kenya,2013,Aug,2013-08-01,53.71,74.81
285,Kenya,2013,Sep,2013-09-01,40.55,75.08
286,Kenya,2013,Oct,2013-10-01,40.74,70.79
287,Kenya,2013,Nov,2013-11-01,84.86,67.29
288,Kenya,2013,Dec,2013-12-01,73.77,64.03
289,Kenya,2014,Jan,2014-01-01,20.48,62.79
290,Kenya,2014,Feb,2014-02-01,32.36,63.67
291,Kenya,2014,Mar,2014-03-01,67.82,58.63
292,Kenya,2014,Apr,2014-04-01,73.45,51.33
293,Kenya,2014,May,2014-05-01,71.46,50.93
294,Kenya,2014,Jun,2014-06-01,42.67,52.25
295,Kenya,2014,Jul,2014-07-01,28.42,52.52
296,Kenya,2014,Aug,2014-08-01,33.95,50.88
297,Kenya,2014,Sep,2014-09-01,32.45,50.20
298,Kenya,2014,Oct,2014-10-01,66.11,52.32
299,Kenya,2014,Nov,2014-11-01,105.67,54.05
300,Kenya,2014,Dec,2014-12-01,52.4,52.27
301,Kenya,2015,Jan,2015-01-01,26.24,52.75
302,Kenya,2015,Feb,2015-02-01,25.84,52.21
303,Kenya,2015,Mar,2015-03-01,60.85,51.63
304,Kenya,2015,Apr,2015-04-01,148.69,57.90
305,Kenya,2015,May,2015-05-01,100.02,60.28
306,Kenya,2015,Jun,2015-06-01,44.31,60.41
307,Kenya,2015,Jul,2015-07-01,30.12,60.55
308,Kenya,2015,Aug,2015-08-01,30.02,60.23
309,Kenya,2015,Sep,2015-09-01,31.21,60.12
310,Kenya,2015,Oct,2015-10-01,81.98,61.45
311,Kenya,2015,Nov,2015-11-01,163.58,66.27
312,Kenya,2015,Dec,2015-12-01,65.31,67.35
313,Kenya,2016,Jan,2016-01-01,48.65,69.22
314,Kenya,2016,Feb,2016-02-01,18.51,68.60
315,Kenya,2016,Mar,2016-03-01,35.33,66.48
316,Kenya,2016,Apr,2016-04-01,174.9,68.66
317,Kenya,2016,May,2016-05-01,76.32,66.69
318,Kenya,2016,Jun,2016-06-01,33.02,65.75
319,Kenya,2016,Jul,2016-07-01,30.3,65.76
320,Kenya,2016,Aug,2016-08-01,25.23,65.36
321,Kenya,2016,Sep,2016-09-01,14.35,63.96
322,Kenya,2016,Oct,2016-10-01,43.32,60.74
323,Kenya,2016,Nov,2016-11-01,119.28,57.04
324,Kenya,2016,Dec,2016-12-01,92.95,59.35
325,Kenya,2017,Jan,2017-01-01,25.57,57.42
326,Kenya,2017,Feb,2017-02-01,27.61,58.18
327,Kenya,2017,Mar,2017-03-01,64.31,60.60
328,Kenya,2017,Apr,2017-04-01,276.18,69.04
329,Kenya,2017,May,2017-05-01,90.08,70.18
330,Kenya,2017,Jun,2017-06-01,22.55,69.31
331,Kenya,2017,Jul,2017-07-01,59.07,71.71
332,Kenya,2017,Aug,2017-08-01,45.98,73.44
333,Kenya,2017,Sep,2017-09-01,35.7,75.22
334,Kenya,2017,Oct,2017-10-01,120.43,81.64
335,Kenya,2017,Nov,2017-11-01,261.66,93.51
336,Kenya,2017,Dec,2017-12-01,29.45,88.22
337,Kenya,2018,Jan,2018-01-01,35.54,89.05
338,Kenya,2018,Feb,2018-02-01,46.76,90.64
339,Kenya,2018,Mar,2018-03-01,64.73,90.68
340,Kenya,2018,Apr,2018-04-01,151.07,80.25
341,Kenya,2018,May,2018-05-01,185.09,88.17
342,Kenya,2018,Jun,2018-06-01,64.46,91.66
343,Kenya,2018,Jul,2018-07-01,22.88,88.65
344,Kenya,2018,Aug,2018-08-01,54.02,89.32
345,Kenya,2018,Sep,2018-09-01,31.91,89.00
346,Kenya,2018,Oct,2018-10-01,58.3,83.82
347,Kenya,2018,Nov,2018-11-01,47.63,65.99
348,Kenya,2018,Dec,2018-12-01,73.02,69.62
349,Kenya,2019,Jan,2019-01-01,57.29,71.43
350,Kenya,2019,Feb,2019-02-01,49.9,71.69
351,Kenya,2019,Mar,2019-03-01,96.92,74.37
352,Kenya,2019,Apr,2019-04-01,145.31,73.89
353,Kenya,2019,May,2019-05-01,102.1,66.98
354,Kenya,2019,Jun,2019-06-01,39.85,64.93
355,Kenya,2019,Jul,2019-07-01,39.27,66.29
356,Kenya,2019,Aug,2019-08-01,32.35,64.49
357,Kenya,2019,Sep,2019-09-01,20.52,63.54
358,Kenya,2019,Oct,2019-10-01,245.16,79.11
359,Kenya,2019,Nov,2019-11-01,181.7,90.28
360,Kenya,2019,Dec,2019-12-01,135.77,95.51
361,Kenya,2020,Jan,2020-01-01,87.18,98.00
362,Kenya,2020,Feb,2020-02-01,27.68,96.15
363,Kenya,2020,Mar,2020-03-01,68.16,93.75
364,Kenya,2020,Apr,2020-04-01,151.98,94.31
365,Kenya,2020,May,2020-05-01,66.05,91.31
366,Kenya,2020,Jun,2020-06-01,27.3,90.26
367,Kenya,2020,Jul,2020-07-01,88.06,94.33
368,Kenya,2020,Aug,2020-08-01,43.38,95.25
369,Kenya,2020,Sep,2020-09-01,38.68,96.76
370,Kenya,2020,Oct,2020-10-01,70.24,82.18
371,Kenya,2020,Nov,2020-11-01,95.9,75.03
372,Kenya,2020,Dec,2020-12-01,43.92,67.38
373,Kenya,2021,Jan,2021-01-01,68.9,65.85
374,Kenya,2021,Feb,2021-02-01,43.81,67.20
375,Kenya,2021,Mar,2021-03-01,116.91,71.26
376,Kenya,2021,Apr,2021-04-01,149.84,71.08
377,Kenya,2021,May,2021-05-01,105.95,74.41
378,Kenya,2021,Jun,2021-06-01,14.8,73.37
379,Kenya,2021,Jul,2021-07-01,70.65,71.92
380,Kenya,2021,Aug,2021-08-01,29.56,70.76
381,Kenya,2021,Sep,2021-09-01,44.86,71.28
382,Kenya,2021,Oct,2021-10-01,118.94,75.34
383,Kenya,2021,Nov,2021-11-01,211.1,84.94
384,Kenya,2021,Dec,2021-12-01,53.8,85.76
1,Madagascar,1990,Jan,1990-01-01,227.31,
2,Madagascar,1990,Feb,1990-02-01,221.57,
3,Madagascar,1990,Mar,1990-03-01,82.59,
4,Madagascar,1990,Apr,1990-04-01,151.3,
5,Madagascar,1990,May,1990-05-01,67.29,
6,Madagascar,1990,Jun,1990-06-01,47.71,
7,Madagascar,1990,Jul,1990-07-01,30.89,
8,Madagascar,1990,Aug,1990-08-01,40.74,
9,Madagascar,1990,Sep,1990-09-01,22.16,
10,Madagascar,1990,Oct,1990-10-01,43.38,
11,Madagascar,1990,Nov,1990-11-01,68.53,
12,Madagascar,1990,Dec,1990-12-01,139,95.21
13,Madagascar,1991,Jan,1991-01-01,181.69,91.40
14,Madagascar,1991,Feb,1991-02-01,219.59,91.24
15,Madagascar,1991,Mar,1991-03-01,229.19,103.46
16,Madagascar,1991,Apr,1991-04-01,146.09,103.02
17,Madagascar,1991,May,1991-05-01,27.6,99.71
18,Madagascar,1991,Jun,1991-06-01,68.21,101.42
19,Madagascar,1991,Jul,1991-07-01,35.17,101.78
20,Madagascar,1991,Aug,1991-08-01,24.76,100.45
21,Madagascar,1991,Sep,1991-09-01,22.93,100.51
22,Madagascar,1991,Oct,1991-10-01,93.71,104.71
23,Madagascar,1991,Nov,1991-11-01,67.65,104.63
24,Madagascar,1991,Dec,1991-12-01,236.43,112.75
25,Madagascar,1992,Jan,1992-01-01,419.06,132.53
26,Madagascar,1992,Feb,1992-02-01,300.56,139.28
27,Madagascar,1992,Mar,1992-03-01,151.93,132.84
28,Madagascar,1992,Apr,1992-04-01,94.48,128.54
29,Madagascar,1992,May,1992-05-01,34.05,129.08
30,Madagascar,1992,Jun,1992-06-01,42.77,126.96
31,Madagascar,1992,Jul,1992-07-01,44.19,127.71
32,Madagascar,1992,Aug,1992-08-01,32.78,128.38
33,Madagascar,1992,Sep,1992-09-01,29.37,128.92
34,Madagascar,1992,Oct,1992-10-01,35.2,124.04
35,Madagascar,1992,Nov,1992-11-01,126.64,128.96
36,Madagascar,1992,Dec,1992-12-01,190.38,125.12
37,Madagascar,1993,Jan,1993-01-01,311.69,116.17
38,Madagascar,1993,Feb,1993-02-01,406.41,124.99
39,Madagascar,1993,Mar,1993-03-01,205.88,129.49
40,Madagascar,1993,Apr,1993-04-01,91.25,129.22
41,Madagascar,1993,May,1993-05-01,38.67,129.60
42,Madagascar,1993,Jun,1993-06-01,42.21,129.56
43,Madagascar,1993,Jul,1993-07-01,40.38,129.24
44,Madagascar,1993,Aug,1993-08-01,44.28,130.20
45,Madagascar,1993,Sep,1993-09-01,14.56,128.96
46,Madagascar,1993,Oct,1993-10-01,51.26,130.30
47,Madagascar,1993,Nov,1993-11-01,62.07,124.92
48,Madagascar,1993,Dec,1993-12-01,230.45,128.26
49,Madagascar,1994,Jan,1994-01-01,273.28,125.06
50,Madagascar,1994,Feb,1994-02-01,315.88,117.51
51,Madagascar,1994,Mar,1994-03-01,162.74,113.92
52,Madagascar,1994,Apr,1994-04-01,75,112.57
53,Madagascar,1994,May,1994-05-01,50.11,113.52
54,Madagascar,1994,Jun,1994-06-01,33.46,112.79
55,Madagascar,1994,Jul,1994-07-01,27.07,111.68
56,Madagascar,1994,Aug,1994-08-01,59.28,112.93
57,Madagascar,1994,Sep,1994-09-01,30.64,114.27
58,Madagascar,1994,Oct,1994-10-01,102.1,118.51
59,Madagascar,1994,Nov,1994-11-01,46.02,117.17
60,Madagascar,1994,Dec,1994-12-01,173.94,112.46
61,Madagascar,1995,Jan,1995-01-01,389.38,122.14
62,Madagascar,1995,Feb,1995-02-01,280.36,119.18
63,Madagascar,1995,Mar,1995-03-01,137.01,117.03
64,Madagascar,1995,Apr,1995-04-01,127.7,121.42
65,Madagascar,1995,May,1995-05-01,86.73,124.47
66,Madagascar,1995,Jun,1995-06-01,26.45,123.89
67,Madagascar,1995,Jul,1995-07-01,32.3,124.33
68,Madagascar,1995,Aug,1995-08-01,32.18,122.07
69,Madagascar,1995,Sep,1995-09-01,21.35,121.29
70,Madagascar,1995,Oct,1995-10-01,34.29,115.64
71,Madagascar,1995,Nov,1995-11-01,75.54,118.10
72,Madagascar,1995,Dec,1995-12-01,254.5,124.82
73,Madagascar,1996,Jan,1996-01-01,421.11,127.46
74,Madagascar,1996,Feb,1996-02-01,321.01,130.85
75,Madagascar,1996,Mar,1996-03-01,332.6,147.15
76,Madagascar,1996,Apr,1996-04-01,50.78,140.74
77,Madagascar,1996,May,1996-05-01,44.56,137.22
78,Madagascar,1996,Jun,1996-06-01,31.84,137.67
79,Madagascar,1996,Jul,1996-07-01,39.1,138.24
80,Madagascar,1996,Aug,1996-08-01,21.53,137.35
81,Madagascar,1996,Sep,1996-09-01,23.4,137.52
82,Madagascar,1996,Oct,1996-10-01,29.84,137.15
83,Madagascar,1996,Nov,1996-11-01,26.6,133.07
84,Madagascar,1996,Dec,1996-12-01,194.01,128.03
85,Madagascar,1997,Jan,1997-01-01,419.24,127.88
86,Madagascar,1997,Feb,1997-02-01,316.92,127.54
87,Madagascar,1997,Mar,1997-03-01,136.12,111.16
88,Madagascar,1997,Apr,1997-04-01,63.28,112.20
89,Madagascar,1997,May,1997-05-01,93.29,116.26
90,Madagascar,1997,Jun,1997-06-01,45.88,117.43
91,Madagascar,1997,Jul,1997-07-01,46,118.01
92,Madagascar,1997,Aug,1997-08-01,35.7,119.19
93,Madagascar,1997,Sep,1997-09-01,33.69,120.05
94,Madagascar,1997,Oct,1997-10-01,56.66,122.28
95,Madagascar,1997,Nov,1997-11-01,100.41,128.43
96,Madagascar,1997,Dec,1997-12-01,224.13,130.94
97,Madagascar,1998,Jan,1998-01-01,296.38,120.71
98,Madagascar,1998,Feb,1998-02-01,488,134.96
99,Madagascar,1998,Mar,1998-03-01,116.3,133.31
100,Madagascar,1998,Apr,1998-04-01,111.21,137.30
101,Madagascar,1998,May,1998-05-01,46.02,133.37
102,Madagascar,1998,Jun,1998-06-01,36.05,132.55
103,Madagascar,1998,Jul,1998-07-01,43.01,132.30
104,Madagascar,1998,Aug,1998-08-01,73.78,135.47
105,Madagascar,1998,Sep,1998-09-01,65.53,138.12
106,Madagascar,1998,Oct,1998-10-01,27.02,135.65
107,Madagascar,1998,Nov,1998-11-01,69.22,133.05
108,Madagascar,1998,Dec,1998-12-01,297.24,139.15
109,Madagascar,1999,Jan,1999-01-01,264.44,136.49
110,Madagascar,1999,Feb,1999-02-01,234.28,115.34
111,Madagascar,1999,Mar,1999-03-01,230.36,124.85
112,Madagascar,1999,Apr,1999-04-01,75.29,121.85
113,Madagascar,1999,May,1999-05-01,48.22,122.04
114,Madagascar,1999,Jun,1999-06-01,49.4,123.15
115,Madagascar,1999,Jul,1999-07-01,51.93,123.89
116,Madagascar,1999,Aug,1999-08-01,42.95,121.32
117,Madagascar,1999,Sep,1999-09-01,30.63,118.42
118,Madagascar,1999,Oct,1999-10-01,41.61,119.63
119,Madagascar,1999,Nov,1999-11-01,68.82,119.60
120,Madagascar,1999,Dec,1999-12-01,277.57,117.96
121,Madagascar,2000,Jan,2000-01-01,271.58,118.55
122,Madagascar,2000,Feb,2000-02-01,233.46,118.49
123,Madagascar,2000,Mar,2000-03-01,163.41,112.91
124,Madagascar,2000,Apr,2000-04-01,67.62,112.27
125,Madagascar,2000,May,2000-05-01,38.1,111.42
126,Madagascar,2000,Jun,2000-06-01,40.19,110.66
127,Madagascar,2000,Jul,2000-07-01,62.8,111.56
128,Madagascar,2000,Aug,2000-08-01,55.64,112.62
129,Madagascar,2000,Sep,2000-09-01,25.67,112.21
130,Madagascar,2000,Oct,2000-10-01,53.6,113.21
131,Madagascar,2000,Nov,2000-11-01,146.1,119.65
132,Madagascar,2000,Dec,2000-12-01,237.33,116.29
133,Madagascar,2001,Jan,2001-01-01,395.37,126.61
134,Madagascar,2001,Feb,2001-02-01,196.9,123.56
135,Madagascar,2001,Mar,2001-03-01,249.49,130.73
136,Madagascar,2001,Apr,2001-04-01,44.36,128.80
137,Madagascar,2001,May,2001-05-01,47.19,129.55
138,Madagascar,2001,Jun,2001-06-01,55.97,130.87
139,Madagascar,2001,Jul,2001-07-01,57.08,130.39
140,Madagascar,2001,Aug,2001-08-01,51.55,130.05
141,Madagascar,2001,Sep,2001-09-01,34.59,130.79
142,Madagascar,2001,Oct,2001-10-01,54.13,130.84
143,Madagascar,2001,Nov,2001-11-01,112.28,128.02
144,Madagascar,2001,Dec,2001-12-01,230.29,127.43
145,Madagascar,2002,Jan,2002-01-01,294.97,119.07
146,Madagascar,2002,Feb,2002-02-01,254.14,123.84
147,Madagascar,2002,Mar,2002-03-01,211.2,120.65
148,Madagascar,2002,Apr,2002-04-01,92.74,124.68
149,Madagascar,2002,May,2002-05-01,64.41,126.11
150,Madagascar,2002,Jun,2002-06-01,65.75,126.93
151,Madagascar,2002,Jul,2002-07-01,40.12,125.51
152,Madagascar,2002,Aug,2002-08-01,52.48,125.59
153,Madagascar,2002,Sep,2002-09-01,51.33,126.99
154,Madagascar,2002,Oct,2002-10-01,50.63,126.70
155,Madagascar,2002,Nov,2002-11-01,111.3,126.61
156,Madagascar,2002,Dec,2002-12-01,305.22,132.86
157,Madagascar,2003,Jan,2003-01-01,436.37,144.64
158,Madagascar,2003,Feb,2003-02-01,212.67,141.19
159,Madagascar,2003,Mar,2003-03-01,247.92,144.25
160,Madagascar,2003,Apr,2003-04-01,73.37,142.63
161,Madagascar,2003,May,2003-05-01,48.93,141.34
162,Madagascar,2003,Jun,2003-06-01,40.23,139.21
163,Madagascar,2003,Jul,2003-07-01,59.88,140.86
164,Madagascar,2003,Aug,2003-08-01,29.11,138.91
165,Madagascar,2003,Sep,2003-09-01,53.76,139.12
166,Madagascar,2003,Oct,2003-10-01,25.73,137.04
167,Madagascar,2003,Nov,2003-11-01,82.05,134.60
168,Madagascar,2003,Dec,2003-12-01,166.56,123.05
169,Madagascar,2004,Jan,2004-01-01,328.79,114.08
170,Madagascar,2004,Feb,2004-02-01,244.92,116.77
171,Madagascar,2004,Mar,2004-03-01,235.51,115.74
172,Madagascar,2004,Apr,2004-04-01,76.98,116.04
173,Madagascar,2004,May,2004-05-01,50.9,116.20
174,Madagascar,2004,Jun,2004-06-01,57.19,117.62
175,Madagascar,2004,Jul,2004-07-01,51.84,116.95
176,Madagascar,2004,Aug,2004-08-01,26.06,116.69
177,Madagascar,2004,Sep,2004-09-01,39.21,115.48
178,Madagascar,2004,Oct,2004-10-01,61.94,118.50
179,Madagascar,2004,Nov,2004-11-01,100.21,120.01
180,Madagascar,2004,Dec,2004-12-01,280.45,129.50
181,Madagascar,2005,Jan,2005-01-01,301.14,127.20
182,Madagascar,2005,Feb,2005-02-01,186.29,122.31
183,Madagascar,2005,Mar,2005-03-01,225.61,121.49
184,Madagascar,2005,Apr,2005-04-01,75.33,121.35
185,Madagascar,2005,May,2005-05-01,47.36,121.05
186,Madagascar,2005,Jun,2005-06-01,27.8,118.60
187,Madagascar,2005,Jul,2005-07-01,99.31,122.56
188,Madagascar,2005,Aug,2005-08-01,50.23,124.57
189,Madagascar,2005,Sep,2005-09-01,35.42,124.26
190,Madagascar,2005,Oct,2005-10-01,56.73,123.82
191,Madagascar,2005,Nov,2005-11-01,112.31,124.83
192,Madagascar,2005,Dec,2005-12-01,244.35,121.82
193,Madagascar,2006,Jan,2006-01-01,292.43,121.10
194,Madagascar,2006,Feb,2006-02-01,265.43,127.69
195,Madagascar,2006,Mar,2006-03-01,199.87,125.55
196,Madagascar,2006,Apr,2006-04-01,92.3,126.96
197,Madagascar,2006,May,2006-05-01,59.29,127.96
198,Madagascar,2006,Jun,2006-06-01,52.86,130.04
199,Madagascar,2006,Jul,2006-07-01,55.81,126.42
200,Madagascar,2006,Aug,2006-08-01,50.05,126.40
201,Madagascar,2006,Sep,2006-09-01,34.33,126.31
202,Madagascar,2006,Oct,2006-10-01,56.54,126.30
203,Madagascar,2006,Nov,2006-11-01,112.1,126.28
204,Madagascar,2006,Dec,2006-12-01,228.86,124.99
205,Madagascar,2007,Jan,2007-01-01,289.59,124.75
206,Madagascar,2007,Feb,2007-02-01,255,123.88
207,Madagascar,2007,Mar,2007-03-01,196.24,123.58
208,Madagascar,2007,Apr,2007-04-01,91.17,123.49
209,Madagascar,2007,May,2007-05-01,58.68,123.44
210,Madagascar,2007,Jun,2007-06-01,53.06,123.45
211,Madagascar,2007,Jul,2007-07-01,57.3,123.58
212,Madagascar,2007,Aug,2007-08-01,50.52,123.62
213,Madagascar,2007,Sep,2007-09-01,36.12,123.77
214,Madagascar,2007,Oct,2007-10-01,57.06,123.81
215,Madagascar,2007,Nov,2007-11-01,112.77,123.86
216,Madagascar,2007,Dec,2007-12-01,235.24,124.40
217,Madagascar,2008,Jan,2008-01-01,301.47,125.39
218,Madagascar,2008,Feb,2008-02-01,259.33,125.75
219,Madagascar,2008,Mar,2008-03-01,199.85,126.05
220,Madagascar,2008,Apr,2008-04-01,90.4,125.98
221,Madagascar,2008,May,2008-05-01,58.41,125.96
222,Madagascar,2008,Jun,2008-06-01,52.9,125.95
223,Madagascar,2008,Jul,2008-07-01,56.48,125.88
224,Madagascar,2008,Aug,2008-08-01,50.37,125.87
225,Madagascar,2008,Sep,2008-09-01,34.83,125.76
226,Madagascar,2008,Oct,2008-10-01,64.2,126.35
227,Madagascar,2008,Nov,2008-11-01,120.62,127.01
228,Madagascar,2008,Dec,2008-12-01,235.21,127.01
229,Madagascar,2009,Jan,2009-01-01,279.43,125.17
230,Madagascar,2009,Feb,2009-02-01,252.09,124.57
231,Madagascar,2009,Mar,2009-03-01,205.48,125.04
232,Madagascar,2009,Apr,2009-04-01,118.38,127.37
233,Madagascar,2009,May,2009-05-01,55.66,127.14
234,Madagascar,2009,Jun,2009-06-01,63.73,128.04
235,Madagascar,2009,Jul,2009-07-01,55.03,127.92
236,Madagascar,2009,Aug,2009-08-01,61.94,128.88
237,Madagascar,2009,Sep,2009-09-01,36.07,128.99
238,Madagascar,2009,Oct,2009-10-01,56.89,128.38
239,Madagascar,2009,Nov,2009-11-01,115.89,127.98
240,Madagascar,2009,Dec,2009-12-01,231.35,127.66
241,Madagascar,2010,Jan,2010-01-01,301.38,129.49
242,Madagascar,2010,Feb,2010-02-01,259.55,130.11
243,Madagascar,2010,Mar,2010-03-01,204.38,130.02
244,Madagascar,2010,Apr,2010-04-01,91.08,127.75
245,Madagascar,2010,May,2010-05-01,46.86,127.01
246,Madagascar,2010,Jun,2010-06-01,54.54,126.25
247,Madagascar,2010,Jul,2010-07-01,40.55,125.04
248,Madagascar,2010,Aug,2010-08-01,51.3,124.15
249,Madagascar,2010,Sep,2010-09-01,35.25,124.09
250,Madagascar,2010,Oct,2010-10-01,49.96,123.51
251,Madagascar,2010,Nov,2010-11-01,98.55,122.06
252,Madagascar,2010,Dec,2010-12-01,170.72,117.01
253,Madagascar,2011,Jan,2011-01-01,296.51,116.60
254,Madagascar,2011,Feb,2011-02-01,259.06,116.56
255,Madagascar,2011,Mar,2011-03-01,187.2,115.13
256,Madagascar,2011,Apr,2011-04-01,124.2,117.89
257,Madagascar,2011,May,2011-05-01,59.59,118.95
258,Madagascar,2011,Jun,2011-06-01,32.18,117.09
259,Madagascar,2011,Jul,2011-07-01,25.34,115.82
260,Madagascar,2011,Aug,2011-08-01,52.9,115.96
261,Madagascar,2011,Sep,2011-09-01,35.02,115.94
262,Madagascar,2011,Oct,2011-10-01,56.43,116.48
263,Madagascar,2011,Nov,2011-11-01,87.79,115.58
264,Madagascar,2011,Dec,2011-12-01,163.45,114.97
265,Madagascar,2012,Jan,2012-01-01,299.34,115.21
266,Madagascar,2012,Feb,2012-02-01,299.05,118.54
267,Madagascar,2012,Mar,2012-03-01,170.27,117.13
268,Madagascar,2012,Apr,2012-04-01,155.69,119.75
269,Madagascar,2012,May,2012-05-01,43.92,118.45
270,Madagascar,2012,Jun,2012-06-01,35.96,118.76
271,Madagascar,2012,Jul,2012-07-01,27.75,118.96
272,Madagascar,2012,Aug,2012-08-01,25.8,116.71
273,Madagascar,2012,Sep,2012-09-01,23.18,115.72
274,Madagascar,2012,Oct,2012-10-01,64.99,116.43
275,Madagascar,2012,Nov,2012-11-01,106.58,118.00
276,Madagascar,2012,Dec,2012-12-01,139.79,116.03
277,Madagascar,2013,Jan,2013-01-01,316.8,117.48
278,Madagascar,2013,Feb,2013-02-01,341.42,121.01
279,Madagascar,2013,Mar,2013-03-01,180.14,121.84
280,Madagascar,2013,Apr,2013-04-01,63.67,114.17
281,Madagascar,2013,May,2013-05-01,64.44,115.88
282,Madagascar,2013,Jun,2013-06-01,36.86,115.95
283,Madagascar,2013,Jul,2013-07-01,32.4,116.34
284,Madagascar,2013,Aug,2013-08-01,36.06,117.19
285,Madagascar,2013,Sep,2013-09-01,19.66,116.90
286,Madagascar,2013,Oct,2013-10-01,79.74,118.13
287,Madagascar,2013,Nov,2013-11-01,133.94,120.41
288,Madagascar,2013,Dec,2013-12-01,197.57,125.23
289,Madagascar,2014,Jan,2014-01-01,295.66,123.46
290,Madagascar,2014,Feb,2014-02-01,252.68,116.07
291,Madagascar,2014,Mar,2014-03-01,205.66,118.20
292,Madagascar,2014,Apr,2014-04-01,77.94,119.38
293,Madagascar,2014,May,2014-05-01,35.96,117.01
294,Madagascar,2014,Jun,2014-06-01,38.65,117.16
295,Madagascar,2014,Jul,2014-07-01,103.4,123.08
296,Madagascar,2014,Aug,2014-08-01,36.53,123.12
297,Madagascar,2014,Sep,2014-09-01,18.6,123.03
298,Madagascar,2014,Oct,2014-10-01,37.71,119.53
299,Madagascar,2014,Nov,2014-11-01,189.14,124.13
300,Madagascar,2014,Dec,2014-12-01,240.68,127.72
301,Madagascar,2015,Jan,2015-01-01,302.79,128.31
302,Madagascar,2015,Feb,2015-02-01,267.71,129.56
303,Madagascar,2015,Mar,2015-03-01,197.64,128.90
304,Madagascar,2015,Apr,2015-04-01,50.33,126.60
305,Madagascar,2015,May,2015-05-01,54.22,128.12
306,Madagascar,2015,Jun,2015-06-01,44.97,128.64
307,Madagascar,2015,Jul,2015-07-01,34.89,122.93
