id,country,year,month,mm
34,Namibia,1992,Oct,3.78
35,Namibia,1992,Nov,11.69
36,Namibia,1992,Dec,20.1
37,Namibia,1993,Jan,46.42
38,Namibia,1993,Feb,78.83
39,Namibia,1993,Mar,43.44
40,Namibia,1993,Apr,30.9
41,Namibia,1993,May,2.31
42,Namibia,1993,Jun,0.36
43,Namibia,1993,Jul,0.31
44,Namibia,1993,Aug,0.69
45,Namibia,1993,Sep,0.37
46,Namibia,1993,Oct,18.92
47,Namibia,1993,Nov,34.14
48,Namibia,1993,Dec,35.39
49,Namibia,1994,Jan,107.76
50,Namibia,1994,Feb,62.92
51,Namibia,1994,Mar,14.94
52,Namibia,1994,Apr,8.8
53,Namibia,1994,May,0.17
54,Namibia,1994,Jun,1.71
55,Namibia,1994,Jul,0.73
56,Namibia,1994,Aug,0.14
57,Namibia,1994,Sep,0.16
58,Namibia,1994,Oct,2.75
59,Namibia,1994,Nov,16.37
60,Namibia,1994,Dec,12.12
61,Namibia,1995,Jan,8.09
62,Namibia,1995,Feb,59.84
63,Namibia,1995,Mar,39.14
64,Namibia,1995,Apr,7.35
65,Namibia,1995,May,2.96
66,Namibia,1995,Jun,0.14
67,Namibia,1995,Jul,0.23
68,Namibia,1995,Aug,0.87
69,Namibia,1995,Sep,2.16
70,Namibia,1995,Oct,10.3
71,Namibia,1995,Nov,12.77
72,Namibia,1995,Dec,20.62
73,Namibia,1996,Jan,72.29
74,Namibia,1996,Feb,40.82
75,Namibia,1996,Mar,13.95
76,Namibia,1996,Apr,5.62
77,Namibia,1996,May,1.99
78,Namibia,1996,Jun,0.05
79,Namibia,1996,Jul,0.79
80,Namibia,1996,Aug,0.26
81,Namibia,1996,Sep,0.71
82,Namibia,1996,Oct,1.6
83,Namibia,1996,Nov,23.33
84,Namibia,1996,Dec,41.38
85,Namibia,1997,Jan,108.53
86,Namibia,1997,Feb,60.48
87,Namibia,1997,Mar,75.54
88,Namibia,1997,Apr,4.14
89,Namibia,1997,May,2.46
90,Namibia,1997,Jun,0.66
91,Namibia,1997,Jul,0.31
92,Namibia,1997,Aug,0.11
93,Namibia,1997,Sep,2.53
94,Namibia,1997,Oct,16.33
95,Namibia,1997,Nov,8.02
96,Namibia,1997,Dec,46.26
97,Namibia,1998,Jan,50.75
98,Namibia,1998,Feb,22.15
99,Namibia,1998,Mar,34.69
100,Namibia,1998,Apr,7.72
101,Namibia,1998,May,0.62
102,Namibia,1998,Jun,0.1
103,Namibia,1998,Jul,0.39
104,Namibia,1998,Aug,0.78
105,Namibia,1998,Sep,4.54
106,Namibia,1998,Oct,5.25
107,Namibia,1998,Nov,15.29
108,Namibia,1998,Dec,34.44
109,Namibia,1999,Jan,61.06
110,Namibia,1999,Feb,34.6
111,Namibia,1999,Mar,51.14
112,Namibia,1999,Apr,3.54
113,Namibia,1999,May,3.83
114,Namibia,1999,Jun,2.39
115,Namibia,1999,Jul,0.28
116,Namibia,1999,Aug,0.41
117,Namibia,1999,Sep,0.46
118,Namibia,1999,Oct,13.53
119,Namibia,1999,Nov,31.54
120,Namibia,1999,Dec,67.95
121,Namibia,2000,Jan,83.56
122,Namibia,2000,Feb,80.6
123,Namibia,2000,Mar,87.01
124,Namibia,2000,Apr,25.04
125,Namibia,2000,May,4.52
126,Namibia,2000,Jun,0.38
127,Namibia,2000,Jul,0.6
128,Namibia,2000,Aug,0.33
129,Namibia,2000,Sep,0.99
130,Namibia,2000,Oct,5.84
131,Namibia,2000,Nov,8.64
132,Namibia,2000,Dec,20.9
133,Namibia,2001,Jan,62.05
134,Namibia,2001,Feb,71.02
135,Namibia,2001,Mar,58.35
136,Namibia,2001,Apr,23.56
137,Namibia,2001,May,4.36
138,Namibia,2001,Jun,1.28
139,Namibia,2001,Jul,0.91
140,Namibia,2001,Aug,1.15
141,Namibia,2001,Sep,2.56
142,Namibia,2001,Oct,8.55
143,Namibia,2001,Nov,25.97
144,Namibia,2001,Dec,30.24
145,Namibia,2002,Jan,63.79
146,Namibia,2002,Feb,70.95
147,Namibia,2002,Mar,57.25
148,Namibia,2002,Apr,23.38
149,Namibia,2002,May,4.84
150,Namibia,2002,Jun,1.66
151,Namibia,2002,Jul,0.76
152,Namibia,2002,Aug,1.08
153,Namibia,2002,Sep,2.6
154,Namibia,2002,Oct,8.63
155,Namibia,2002,Nov,25.64
156,Namibia,2002,Dec,31.33
157,Namibia,2003,Jan,61.36
158,Namibia,2003,Feb,67.48
159,Namibia,2003,Mar,57.39
160,Namibia,2003,Apr,22.17
161,Namibia,2003,May,3.75
162,Namibia,2003,Jun,1.26
163,Namibia,2003,Jul,0.6
164,Namibia,2003,Aug,1.6
165,Namibia,2003,Sep,2.48
166,Namibia,2003,Oct,9.68
167,Namibia,2003,Nov,25.32
168,Namibia,2003,Dec,30.87
169,Namibia,2004,Jan,66.75
170,Namibia,2004,Feb,67.68
171,Namibia,2004,Mar,59.02
172,Namibia,2004,Apr,22.86
173,Namibia,2004,May,3.75
174,Namibia,2004,Jun,1.42
175,Namibia,2004,Jul,0.79
176,Namibia,2004,Aug,0.95
177,Namibia,2004,Sep,2.88
178,Namibia,2004,Oct,16.83
179,Namibia,2004,Nov,21.61
180,Namibia,2004,Dec,23.27
181,Namibia,2005,Jan,52.49
182,Namibia,2005,Feb,48.94
183,Namibia,2005,Mar,65.16
184,Namibia,2005,Apr,24.63
185,Namibia,2005,May,7.81
186,Namibia,2005,Jun,1.43
187,Namibia,2005,Jul,0.6
188,Namibia,2005,Aug,0.58
189,Namibia,2005,Sep,0.83
190,Namibia,2005,Oct,8.35
191,Namibia,2005,Nov,28.53
192,Namibia,2005,Dec,25.15
193,Namibia,2006,Jan,148.64
194,Namibia,2006,Feb,101.15
195,Namibia,2006,Mar,66.28
196,Namibia,2006,Apr,29.12
197,Namibia,2006,May,2.5
198,Namibia,2006,Jun,0.54
199,Namibia,2006,Jul,0.48
200,Namibia,2006,Aug,1.27
201,Namibia,2006,Sep,0.74
202,Namibia,2006,Oct,17.13
203,Namibia,2006,Nov,26.16
204,Namibia,2006,Dec,30.86
205,Namibia,2007,Jan,62.62
206,Namibia,2007,Feb,68.68
207,Namibia,2007,Mar,56.63
208,Namibia,2007,Apr,17.94
209,Namibia,2007,May,1.47
210,Namibia,2007,Jun,2.1
211,Namibia,2007,Jul,0.61
212,Namibia,2007,Aug,0.51
213,Namibia,2007,Sep,0.72
214,Namibia,2007,Oct,8.2
215,Namibia,2007,Nov,24.43
216,Namibia,2007,Dec,32.38
217,Namibia,2008,Jan,64.01
218,Namibia,2008,Feb,67.08
219,Namibia,2008,Mar,60.2
220,Namibia,2008,Apr,11.86
221,Namibia,2008,May,1.74
222,Namibia,2008,Jun,0.92
223,Namibia,2008,Jul,0.71
224,Namibia,2008,Aug,0.77
225,Namibia,2008,Sep,1.43
226,Namibia,2008,Oct,8.32
227,Namibia,2008,Nov,25.81
228,Namibia,2008,Dec,40.65
229,Namibia,2009,Jan,62.82
230,Namibia,2009,Feb,133.17
231,Namibia,2009,Mar,49.05
232,Namibia,2009,Apr,12.31
233,Namibia,2009,May,8.61
234,Namibia,2009,Jun,1.43
235,Namibia,2009,Jul,0.44
236,Namibia,2009,Aug,0.5
237,Namibia,2009,Sep,2.81
238,Namibia,2009,Oct,7.43
239,Namibia,2009,Nov,23.94
240,Namibia,2009,Dec,45.88
241,Namibia,2010,Jan,83.51
242,Namibia,2010,Feb,41.53
243,Namibia,2010,Mar,39.69
244,Namibia,2010,Apr,34.68
245,Namibia,2010,May,6.55
246,Namibia,2010,Jun,0.39
247,Namibia,2010,Jul,0.44
248,Namibia,2010,Aug,0.92
249,Namibia,2010,Sep,2.3
250,Namibia,2010,Oct,8.35
251,Namibia,2010,Nov,26.43
252,Namibia,2010,Dec,31.84
253,Namibia,2011,Jan,68.38
254,Namibia,2011,Feb,77.19
255,Namibia,2011,Mar,83.94
256,Namibia,2011,Apr,38.67
257,Namibia,2011,May,4.98
258,Namibia,2011,Jun,1.47
259,Namibia,2011,Jul,0.77
260,Namibia,2011,Aug,0.85
261,Namibia,2011,Sep,1.89
262,Namibia,2011,Oct,6.52
263,Namibia,2011,Nov,19.3
264,Namibia,2011,Dec,46.34
265,Namibia,2012,Jan,57.62
266,Namibia,2012,Feb,107.25
267,Namibia,2012,Mar,67.66
268,Namibia,2012,Apr,12.41
269,Namibia,2012,May,1.6
270,Namibia,2012,Jun,1.47
271,Namibia,2012,Jul,1.2
272,Namibia,2012,Aug,0.96
273,Namibia,2012,Sep,0.93
274,Namibia,2012,Oct,14.18
275,Namibia,2012,Nov,22.72
276,Namibia,2012,Dec,24.46
277,Namibia,2013,Jan,39.08
278,Namibia,2013,Feb,41.06
279,Namibia,2013,Mar,54.1
280,Namibia,2013,Apr,7.65
281,Namibia,2013,May,6.95
282,Namibia,2013,Jun,0.64
283,Namibia,2013,Jul,0.38
284,Namibia,2013,Aug,0.65
285,Namibia,2013,Sep,5.09
286,Namibia,2013,Oct,3.8
287,Namibia,2013,Nov,16.18
288,Namibia,2013,Dec,70.02
289,Namibia,2014,Jan,56.42
290,Namibia,2014,Feb,103.08
291,Namibia,2014,Mar,77.6
292,Namibia,2014,Apr,31.54
293,Namibia,2014,May,3.11
294,Namibia,2014,Jun,0.95
295,Namibia,2014,Jul,0.6
296,Namibia,2014,Aug,0.45
297,Namibia,2014,Sep,0.99
298,Namibia,2014,Oct,9.29
299,Namibia,2014,Nov,22.84
300,Namibia,2014,Dec,23.36
301,Namibia,2015,Jan,43.37
302,Namibia,2015,Feb,45.35
303,Namibia,2015,Mar,52.61
304,Namibia,2015,Apr,28.67
305,Namibia,2015,May,2.08
306,Namibia,2015,Jun,1.02
307,Namibia,2015,Jul,0.5
308,Namibia,2015,Aug,1.54
309,Namibia,2015,Sep,1.06
310,Namibia,2015,Oct,5.17
311,Namibia,2015,Nov,14.26
312,Namibia,2015,Dec,36.18
313,Namibia,2016,Jan,51.88
314,Namibia,2016,Feb,37.13
315,Namibia,2016,Mar,59.4
316,Namibia,2016,Apr,22.74
317,Namibia,2016,May,4.56
318,Namibia,2016,Jun,1.35
319,Namibia,2016,Jul,1.02
320,Namibia,2016,Aug,0.94
321,Namibia,2016,Sep,2.66
322,Namibia,2016,Oct,8.17
323,Namibia,2016,Nov,25.47
324,Namibia,2016,Dec,31.42
325,Namibia,2017,Jan,65.3
326,Namibia,2017,Feb,69.59
327,Namibia,2017,Mar,56.51
328,Namibia,2017,Apr,23.38
329,Namibia,2017,May,3.91
330,Namibia,2017,Jun,1.47
331,Namibia,2017,Jul,0.63
332,Namibia,2017,Aug,0.87
333,Namibia,2017,Sep,2.18
334,Namibia,2017,Oct,8.55
335,Namibia,2017,Nov,26.65
336,Namibia,2017,Dec,31.86
337,Namibia,2018,Jan,62.65
338,Namibia,2018,Feb,68.37
339,Namibia,2018,Mar,59.18
340,Namibia,2018,Apr,23.33
341,Namibia,2018,May,3.99
342,Namibia,2018,Jun,1.41
343,Namibia,2018,Jul,0.93
344,Namibia,2018,Aug,0.95
345,Namibia,2018,Sep,2.35
346,Namibia,2018,Oct,8.13
347,Namibia,2018,Nov,25.37
348,Namibia,2018,Dec,31.56
349,Namibia,2019,Jan,62.36
350,Namibia,2019,Feb,67.95
351,Namibia,2019,Mar,56.29
352,Namibia,2019,Apr,22.15
353,Namibia,2019,May,3.93
354,Namibia,2019,Jun,1.5
355,Namibia,2019,Jul,0.92
356,Namibia,2019,Aug,0.87
357,Namibia,2019,Sep,2.22
358,Namibia,2019,Oct,8.29
359,Namibia,2019,Nov,24.7
360,Namibia,2019,Dec,31.71
361,Namibia,2020,Jan,62.76
362,Namibia,2020,Feb,70.48
363,Namibia,2020,Mar,56.5
364,Namibia,2020,Apr,22.7
365,Namibia,2020,May,3.83
366,Namibia,2020,Jun,1.69
367,Namibia,2020,Jul,1.05
368,Namibia,2020,Aug,1.06
369,Namibia,2020,Sep,2.3
370,Namibia,2020,Oct,8.78
371,Namibia,2020,Nov,25.92
372,Namibia,2020,Dec,32.87
373,Namibia,2021,Jan,67.24
374,Namibia,2021,Feb,67.64
375,Namibia,2021,Mar,56.47
376,Namibia,2021,Apr,22.29
377,Namibia,2021,May,4.16
378,Namibia,2021,Jun,1
379,Namibia,2021,Jul,0.41
380,Namibia,2021,Aug,1.05
381,Namibia,2021,Sep,0.37
382,Namibia,2021,Oct,16.57
383,Namibia,2021,Nov,12.51
384,Namibia,2021,Dec,29.26
1,Nigeria,1990,Jan,4.65
2,Nigeria,1990,Feb,4.71
3,Nigeria,1990,Mar,5.16
4,Nigeria,1990,Apr,69.05
5,Nigeria,1990,May,118.62
6,Nigeria,1990,Jun,137.54
7,Nigeria,1990,Jul,258.5
8,Nigeria,1990,Aug,212.93
9,Nigeria,1990,Sep,172.63
10,Nigeria,1990,Oct,85.74
11,Nigeria,1990,Nov,16.35
12,Nigeria,1990,Dec,16.06
13,Nigeria,1991,Jan,0.64
14,Nigeria,1991,Feb,12.3
15,Nigeria,1991,Mar,42.13
16,Nigeria,1991,Apr,101.62
17,Nigeria,1991,May,197.21
18,Nigeria,1991,Jun,158.13
19,Nigeria,1991,Jul,233.59
20,Nigeria,1991,Aug,263.85
21,Nigeria,1991,Sep,142.18
22,Nigeria,1991,Oct,99.44
23,Nigeria,1991,Nov,6.53
24,Nigeria,1991,Dec,3.06
25,Nigeria,1992,Jan,0.3
26,Nigeria,1992,Feb,1.32
27,Nigeria,1992,Mar,30.43
28,Nigeria,1992,Apr,68.79
29,Nigeria,1992,May,138.29
30,Nigeria,1992,Jun,138.96
31,Nigeria,1992,Jul,220.84
32,Nigeria,1992,Aug,201.5
33,Nigeria,1992,Sep,222.21
34,Nigeria,1992,Oct,72.53
35,Nigeria,1992,Nov,19.53
36,Nigeria,1992,Dec,1.55
37,Nigeria,1993,Jan,1.22
38,Nigeria,1993,Feb,7.32
39,Nigeria,1993,Mar,40.2
40,Nigeria,1993,Apr,53.2
41,Nigeria,1993,May,115.55
42,Nigeria,1993,Jun,153.33
43,Nigeria,1993,Jul,207.77
44,Nigeria,1993,Aug,232.98
45,Nigeria,1993,Sep,187
46,Nigeria,1993,Oct,63.18
47,Nigeria,1993,Nov,22.48
48,Nigeria,1993,Dec,6.25
49,Nigeria,1994,Jan,10.35
50,Nigeria,1994,Feb,3.57
51,Nigeria,1994,Mar,20.47
52,Nigeria,1994,Apr,80.4
53,Nigeria,1994,May,110.81
54,Nigeria,1994,Jun,150.25
55,Nigeria,1994,Jul,195.99
56,Nigeria,1994,Aug,272.64
57,Nigeria,1994,Sep,242.8
58,Nigeria,1994,Oct,134.21
59,Nigeria,1994,Nov,11.1
60,Nigeria,1994,Dec,1.4
61,Nigeria,1995,Jan,1.89
62,Nigeria,1995,Feb,7.04
63,Nigeria,1995,Mar,41.69
64,Nigeria,1995,Apr,75.59
65,Nigeria,1995,May,115.37
66,Nigeria,1995,Jun,163
67,Nigeria,1995,Jul,217.31
68,Nigeria,1995,Aug,256.34
69,Nigeria,1995,Sep,182.3
70,Nigeria,1995,Oct,111.18
71,Nigeria,1995,Nov,20.34
72,Nigeria,1995,Dec,3.65
73,Nigeria,1996,Jan,1.93
74,Nigeria,1996,Feb,15
75,Nigeria,1996,Mar,36.19
76,Nigeria,1996,Apr,84.04
77,Nigeria,1996,May,138.87
78,Nigeria,1996,Jun,174.86
79,Nigeria,1996,Jul,206.79
80,Nigeria,1996,Aug,246.29
81,Nigeria,1996,Sep,230.85
82,Nigeria,1996,Oct,107.13
83,Nigeria,1996,Nov,6.19
84,Nigeria,1996,Dec,1.65
85,Nigeria,1997,Jan,3.88
86,Nigeria,1997,Feb,0.47
87,Nigeria,1997,Mar,38.58
88,Nigeria,1997,Apr,103.07
89,Nigeria,1997,May,140.77
90,Nigeria,1997,Jun,191.63
91,Nigeria,1997,Jul,179.18
92,Nigeria,1997,Aug,193.97
93,Nigeria,1997,Sep,212.99
94,Nigeria,1997,Oct,140.19
95,Nigeria,1997,Nov,25.64
96,Nigeria,1997,Dec,7.05
97,Nigeria,1998,Jan,4.33
98,Nigeria,1998,Feb,7.29
99,Nigeria,1998,Mar,26.01
100,Nigeria,1998,Apr,70.71
101,Nigeria,1998,May,130.11
102,Nigeria,1998,Jun,161.91
103,Nigeria,1998,Jul,194.14
104,Nigeria,1998,Aug,222.49
105,Nigeria,1998,Sep,222.38
106,Nigeria,1998,Oct,109.93
107,Nigeria,1998,Nov,14.31
108,Nigeria,1998,Dec,3.39
109,Nigeria,1999,Jan,5.65
110,Nigeria,1999,Feb,11.83
111,Nigeria,1999,Mar,21.04
112,Nigeria,1999,Apr,58.15
113,Nigeria,1999,May,102.89
114,Nigeria,1999,Jun,134.34
115,Nigeria,1999,Jul,238.91
116,Nigeria,1999,Aug,251.98
117,Nigeria,1999,Sep,243.11
118,Nigeria,1999,Oct,178.54
119,Nigeria,1999,Nov,15.51
120,Nigeria,1999,Dec,1.28
121,Nigeria,2000,Jan,1.21
122,Nigeria,2000,Feb,0.83
123,Nigeria,2000,Mar,17.12
124,Nigeria,2000,Apr,47.51
125,Nigeria,2000,May,117.82
126,Nigeria,2000,Jun,165.68
127,Nigeria,2000,Jul,225.08
128,Nigeria,2000,Aug,234.34
129,Nigeria,2000,Sep,212.78
130,Nigeria,2000,Oct,116.35
131,Nigeria,2000,Nov,5.99
132,Nigeria,2000,Dec,1.49
133,Nigeria,2001,Jan,2.76
134,Nigeria,2001,Feb,7.85
135,Nigeria,2001,Mar,26.64
136,Nigeria,2001,Apr,70.13
137,Nigeria,2001,May,124.34
138,Nigeria,2001,Jun,160.46
139,Nigeria,2001,Jul,210.3
140,Nigeria,2001,Aug,231.32
141,Nigeria,2001,Sep,215.96
142,Nigeria,2001,Oct,85.6
143,Nigeria,2001,Nov,13.12
144,Nigeria,2001,Dec,3.77
145,Nigeria,2002,Jan,4.89
146,Nigeria,2002,Feb,7.46
147,Nigeria,2002,Mar,30.89
148,Nigeria,2002,Apr,62.57
149,Nigeria,2002,May,103.67
150,Nigeria,2002,Jun,146.03
151,Nigeria,2002,Jul,211.79
152,Nigeria,2002,Aug,214.84
153,Nigeria,2002,Sep,215.77
154,Nigeria,2002,Oct,126.67
155,Nigeria,2002,Nov,13.94
156,Nigeria,2002,Dec,3.56
157,Nigeria,2003,Jan,9.14
158,Nigeria,2003,Feb,9.96
159,Nigeria,2003,Mar,28.39
160,Nigeria,2003,Apr,80.57
161,Nigeria,2003,May,124.48
162,Nigeria,2003,Jun,188.71
163,Nigeria,2003,Jul,226.55
164,Nigeria,2003,Aug,257.89
165,Nigeria,2003,Sep,228.1
166,Nigeria,2003,Oct,101.61
167,Nigeria,2003,Nov,18.43
168,Nigeria,2003,Dec,3.22
169,Nigeria,2004,Jan,5.8
170,Nigeria,2004,Feb,8.07
171,Nigeria,2004,Mar,26.14
172,Nigeria,2004,Apr,66.16
173,Nigeria,2004,May,144.69
174,Nigeria,2004,Jun,149.19
175,Nigeria,2004,Jul,206.46
176,Nigeria,2004,Aug,226.57
177,Nigeria,2004,Sep,199.32
178,Nigeria,2004,Oct,91.84
179,Nigeria,2004,Nov,18.51
180,Nigeria,2004,Dec,4.93
181,Nigeria,2005,Jan,2.91
182,Nigeria,2005,Feb,10.49
183,Nigeria,2005,Mar,35.43
184,Nigeria,2005,Apr,61.58
185,Nigeria,2005,May,122.94
186,Nigeria,2005,Jun,200.2
187,Nigeria,2005,Jul,202.22
188,Nigeria,2005,Aug,220.68
189,Nigeria,2005,Sep,216.02
190,Nigeria,2005,Oct,96.91
191,Nigeria,2005,Nov,14.28
192,Nigeria,2005,Dec,3.69
193,Nigeria,2006,Jan,5.21
194,Nigeria,2006,Feb,9.39
195,Nigeria,2006,Mar,30.13
196,Nigeria,2006,Apr,53.36
197,Nigeria,2006,May,115.1
198,Nigeria,2006,Jun,148.14
199,Nigeria,2006,Jul,192.52
200,Nigeria,2006,Aug,251.22
201,Nigeria,2006,Sep,250.37
202,Nigeria,2006,Oct,106.48
203,Nigeria,2006,Nov,16.37
204,Nigeria,2006,Dec,3.53
205,Nigeria,2007,Jan,3.21
206,Nigeria,2007,Feb,9.08
207,Nigeria,2007,Mar,25.02
208,Nigeria,2007,Apr,66.11
209,Nigeria,2007,May,123.01
210,Nigeria,2007,Jun,161.27
211,Nigeria,2007,Jul,221.72
212,Nigeria,2007,Aug,246.58
213,Nigeria,2007,Sep,219.47
214,Nigeria,2007,Oct,91.1
215,Nigeria,2007,Nov,16.24
216,Nigeria,2007,Dec,4
217,Nigeria,2008,Jan,2.99
218,Nigeria,2008,Feb,7.28
219,Nigeria,2008,Mar,22.56
220,Nigeria,2008,Apr,53.28
221,Nigeria,2008,May,122.48
222,Nigeria,2008,Jun,163.66
223,Nigeria,2008,Jul,262.1
224,Nigeria,2008,Aug,233.93
225,Nigeria,2008,Sep,211.87
226,Nigeria,2008,Oct,103.97
227,Nigeria,2008,Nov,13.36
228,Nigeria,2008,Dec,7.23
229,Nigeria,2009,Jan,3.95
230,Nigeria,2009,Feb,9.48
231,Nigeria,2009,Mar,29.21
232,Nigeria,2009,Apr,66.17
233,Nigeria,2009,May,127.04
234,Nigeria,2009,Jun,161.41
235,Nigeria,2009,Jul,202.4
236,Nigeria,2009,Aug,243.88
237,Nigeria,2009,Sep,191.14
238,Nigeria,2009,Oct,116.52
239,Nigeria,2009,Nov,16.15
240,Nigeria,2009,Dec,3.35
241,Nigeria,2010,Jan,3.31
242,Nigeria,2010,Feb,9.04
243,Nigeria,2010,Mar,26.3
244,Nigeria,2010,Apr,66.62
245,Nigeria,2010,May,110.46
246,Nigeria,2010,Jun,178.73
247,Nigeria,2010,Jul,224
248,Nigeria,2010,Aug,228.57
249,Nigeria,2010,Sep,232.67
250,Nigeria,2010,Oct,130.85
251,Nigeria,2010,Nov,26.45
252,Nigeria,2010,Dec,4.19
253,Nigeria,2011,Jan,2.82
254,Nigeria,2011,Feb,15.05
255,Nigeria,2011,Mar,19.73
256,Nigeria,2011,Apr,48.44
257,Nigeria,2011,May,110.26
258,Nigeria,2011,Jun,128.23
259,Nigeria,2011,Jul,169.21
260,Nigeria,2011,Aug,209.77
261,Nigeria,2011,Sep,218.02
262,Nigeria,2011,Oct,113.07
263,Nigeria,2011,Nov,12.27
264,Nigeria,2011,Dec,4.45
265,Nigeria,2012,Jan,4.16
266,Nigeria,2012,Feb,10.93
267,Nigeria,2012,Mar,21.01
268,Nigeria,2012,Apr,60.45
269,Nigeria,2012,May,144.71
270,Nigeria,2012,Jun,186.88
271,Nigeria,2012,Jul,210.82
272,Nigeria,2012,Aug,236.02
273,Nigeria,2012,Sep,233.98
274,Nigeria,2012,Oct,112.28
275,Nigeria,2012,Nov,14.21
276,Nigeria,2012,Dec,4.75
277,Nigeria,2013,Jan,4.52
278,Nigeria,2013,Feb,8.02
279,Nigeria,2013,Mar,38.53
280,Nigeria,2013,Apr,69.19
281,Nigeria,2013,May,97.39
282,Nigeria,2013,Jun,162.71
283,Nigeria,2013,Jul,163.6
284,Nigeria,2013,Aug,217.94
285,Nigeria,2013,Sep,196.37
286,Nigeria,2013,Oct,89.39
287,Nigeria,2013,Nov,12.89
288,Nigeria,2013,Dec,8.64
289,Nigeria,2014,Jan,4.13
290,Nigeria,2014,Feb,7.36
291,Nigeria,2014,Mar,25.27
292,Nigeria,2014,Apr,80.65
293,Nigeria,2014,May,126.15
294,Nigeria,2014,Jun,133.27
295,Nigeria,2014,Jul,188.71
296,Nigeria,2014,Aug,221.94
297,Nigeria,2014,Sep,235.38
298,Nigeria,2014,Oct,100.22
299,Nigeria,2014,Nov,15.16
300,Nigeria,2014,Dec,4.13
301,Nigeria,2015,Jan,2.42
302,Nigeria,2015,Feb,8.51
303,Nigeria,2015,Mar,41.36
304,Nigeria,2015,Apr,36.76
305,Nigeria,2015,May,91.45
306,Nigeria,2015,Jun,149.92
307,Nigeria,2015,Jul,161.31
308,Nigeria,2015,Aug,241.97
309,Nigeria,2015,Sep,193.38
310,Nigeria,2015,Oct,115.42
311,Nigeria,2015,Nov,14.37
312,Nigeria,2015,Dec,3.56
313,Nigeria,2016,Jan,2.84
314,Nigeria,2016,Feb,6.43
315,Nigeria,2016,Mar,42.87
316,Nigeria,2016,Apr,66.97
317,Nigeria,2016,May,136.32
318,Nigeria,2016,Jun,204.6
319,Nigeria,2016,Jul,184.95
320,Nigeria,2016,Aug,240.62
321,Nigeria,2016,Sep,236.59
322,Nigeria,2016,Oct,107.83
323,Nigeria,2016,Nov,11.67
324,Nigeria,2016,Dec,3.2
325,Nigeria,2017,Jan,2.81
326,Nigeria,2017,Feb,5.8
327,Nigeria,2017,Mar,24.22
328,Nigeria,2017,Apr,58.82
329,Nigeria,2017,May,135.31
330,Nigeria,2017,Jun,217.4
331,Nigeria,2017,Jul,215.28
332,Nigeria,2017,Aug,219.81
333,Nigeria,2017,Sep,191.26
334,Nigeria,2017,Oct,59.13
335,Nigeria,2017,Nov,25
336,Nigeria,2017,Dec,3.42
337,Nigeria,2018,Jan,3.03
338,Nigeria,2018,Feb,11.4
339,Nigeria,2018,Mar,26.56
340,Nigeria,2018,Apr,53.79
341,Nigeria,2018,May,127.83
342,Nigeria,2018,Jun,184.05
343,Nigeria,2018,Jul,213.74
344,Nigeria,2018,Aug,223.6
345,Nigeria,2018,Sep,240.59
346,Nigeria,2018,Oct,128.61
347,Nigeria,2018,Nov,16.11
348,Nigeria,2018,Dec,3.3
349,Nigeria,2019,Jan,4.36
350,Nigeria,2019,Feb,9.37
351,Nigeria,2019,Mar,30.04
352,Nigeria,2019,Apr,53.11
353,Nigeria,2019,May,120.04
354,Nigeria,2019,Jun,184.81
355,Nigeria,2019,Jul,214.83
356,Nigeria,2019,Aug,249.9
357,Nigeria,2019,Sep,229.31
358,Nigeria,2019,Oct,179.64
359,Nigeria,2019,Nov,16.3
360,Nigeria,2019,Dec,4.73
361,Nigeria,2020,Jan,2.79
362,Nigeria,2020,Feb,6.21
363,Nigeria,2020,Mar,31.17
364,Nigeria,2020,Apr,68.71
365,Nigeria,2020,May,119.08
366,Nigeria,2020,Jun,145.85
367,Nigeria,2020,Jul,249.22
368,Nigeria,2020,Aug,254.88
369,Nigeria,2020,Sep,245.44
370,Nigeria,2020,Oct,112.01
371,Nigeria,2020,Nov,13.24
372,Nigeria,2020,Dec,6.01
373,Nigeria,2021,Jan,3.67
374,Nigeria,2021,Feb,6.54
375,Nigeria,2021,Mar,32.15
376,Nigeria,2021,Apr,58.95
377,Nigeria,2021,May,107.04
378,Nigeria,2021,Jun,140.67
379,Nigeria,2021,Jul,194.61
380,Nigeria,2021,Aug,231.57
381,Nigeria,2021,Sep,218.2
382,Nigeria,2021,Oct,99.97
383,Nigeria,2021,Nov,17.77
384,Nigeria,2021,Dec,3.58
1,South Africa,1990,Jan,50.13
2,South Africa,1990,Feb,59.4
3,South Africa,1990,Mar,64
4,South Africa,1990,Apr,58.15
5,South Africa,1990,May,10.71
6,South Africa,1990,Jun,17.54
7,South Africa,1990,Jul,8.73
8,South Africa,1990,Aug,11.63
9,South Africa,1990,Sep,7
10,South Africa,1990,Oct,25.08
11,South Africa,1990,Nov,22.69
12,South Africa,1990,Dec,59.56
13,South Africa,1991,Jan,119.55
14,South Africa,1991,Feb,63.48
15,South Africa,1991,Mar,81.85
16,South Africa,1991,Apr,5.49
17,South Africa,1991,May,10.08
18,South Africa,1991,Jun,23.29
19,South Africa,1991,Jul,11.7
20,South Africa,1991,Aug,4.82
21,South Africa,1991,Sep,27.9
22,South Africa,1991,Oct,72.21
23,South Africa,1991,Nov,37.65
24,South Africa,1991,Dec,58.5
25,South Africa,1992,Jan,29.78
26,South Africa,1992,Feb,38.72
27,South Africa,1992,Mar,37.48
28,South Africa,1992,Apr,15.24
